v2	V(ds)	I(R1)
4.610999999999946e+000	3.985501e-002	8.624802e-004
4.620999999999945e+000	3.996811e-002	8.643456e-004
4.630999999999945e+000	4.008142e-002	8.662111e-004
4.640999999999945e+000	4.019492e-002	8.680765e-004
4.650999999999945e+000	4.030862e-002	8.699418e-004
4.660999999999945e+000	4.042253e-002	8.718070e-004
4.670999999999944e+000	4.053664e-002	8.736723e-004
4.680999999999944e+000	4.065095e-002	8.755376e-004
4.690999999999944e+000	4.076547e-002	8.774027e-004
4.700999999999944e+000	4.088019e-002	8.792679e-004
4.710999999999944e+000	4.099512e-002	8.811330e-004
4.720999999999943e+000	4.111026e-002	8.829981e-004
4.730999999999943e+000	4.122561e-002	8.848631e-004
4.740999999999943e+000	4.134117e-002	8.867281e-004
4.750999999999943e+000	4.145695e-002	8.885930e-004
4.760999999999942e+000	4.157293e-002	8.904579e-004
4.770999999999942e+000	4.168914e-002	8.923228e-004
4.780999999999942e+000	4.180555e-002	8.941877e-004
4.790999999999942e+000	4.192218e-002	8.960524e-004
4.800999999999942e+000	4.203903e-002	8.979171e-004
4.810999999999941e+000	4.215610e-002	8.997819e-004
4.820999999999941e+000	4.227339e-002	9.016465e-004
4.830999999999941e+000	4.239091e-002	9.035111e-004
4.840999999999941e+000	4.250864e-002	9.053758e-004
4.850999999999941e+000	4.262660e-002	9.072403e-004
4.860999999999940e+000	4.274479e-002	9.091048e-004
4.870999999999940e+000	4.286320e-002	9.109692e-004
4.880999999999940e+000	4.298184e-002	9.128336e-004
4.890999999999940e+000	4.310071e-002	9.146980e-004
4.900999999999939e+000	4.321981e-002	9.165623e-004
4.910999999999939e+000	4.333914e-002	9.184266e-004
4.920999999999939e+000	4.345871e-002	9.202908e-004
4.930999999999939e+000	4.357851e-002	9.221550e-004
4.940999999999939e+000	4.369855e-002	9.240191e-004
4.950999999999938e+000	4.381882e-002	9.258832e-004
4.960999999999938e+000	4.393934e-002	9.277473e-004
4.970999999999938e+000	4.406010e-002	9.296113e-004
4.980999999999938e+000	4.418109e-002	9.314753e-004
4.990999999999938e+000	4.430234e-002	9.333392e-004
5.000999999999937e+000	4.442382e-002	9.352030e-004
5.010999999999937e+000	4.454556e-002	9.370669e-004
5.020999999999937e+000	4.466754e-002	9.389307e-004
5.030999999999937e+000	4.478977e-002	9.407944e-004
5.040999999999936e+000	4.491225e-002	9.426581e-004
5.050999999999936e+000	4.503499e-002	9.445217e-004
5.060999999999936e+000	4.515798e-002	9.463853e-004
5.070999999999936e+000	4.528122e-002	9.482488e-004
5.080999999999936e+000	4.540472e-002	9.501123e-004
5.090999999999935e+000	4.552849e-002	9.519758e-004
5.100999999999935e+000	4.565251e-002	9.538392e-004
5.110999999999935e+000	4.577680e-002	9.557025e-004
5.120999999999935e+000	4.590134e-002	9.575658e-004
5.130999999999935e+000	4.602616e-002	9.594290e-004
5.140999999999934e+000	4.615124e-002	9.612922e-004
