vcc	V(ce)	Ic(Q1)
1.194999999999997e+000	1.363556e-002	5.158797e-005
1.199999999999996e+000	1.366919e-002	5.180484e-005
1.204999999999996e+000	1.370285e-002	5.202171e-005
1.209999999999996e+000	1.373654e-002	5.223858e-005
1.214999999999996e+000	1.377026e-002	5.245545e-005
1.219999999999996e+000	1.380401e-002	5.267231e-005
1.224999999999996e+000	1.383778e-002	5.288918e-005
1.229999999999996e+000	1.387159e-002	5.310604e-005
1.234999999999996e+000	1.390543e-002	5.332291e-005
1.239999999999996e+000	1.393929e-002	5.353977e-005
1.244999999999995e+000	1.397318e-002	5.375663e-005
1.249999999999995e+000	1.400711e-002	5.397349e-005
1.254999999999995e+000	1.404106e-002	5.419035e-005
1.259999999999995e+000	1.407504e-002	5.440720e-005
1.264999999999995e+000	1.410905e-002	5.462406e-005
1.269999999999995e+000	1.414310e-002	5.484091e-005
1.274999999999995e+000	1.417717e-002	5.505776e-005
1.279999999999995e+000	1.421127e-002	5.527462e-005
1.284999999999995e+000	1.424540e-002	5.549147e-005
1.289999999999995e+000	1.427956e-002	5.570831e-005
1.294999999999994e+000	1.431375e-002	5.592516e-005
1.299999999999994e+000	1.434797e-002	5.614201e-005
1.304999999999994e+000	1.438222e-002	5.635885e-005
1.309999999999994e+000	1.441650e-002	5.657570e-005
1.314999999999994e+000	1.445082e-002	5.679254e-005
1.319999999999994e+000	1.448516e-002	5.700938e-005
1.324999999999994e+000	1.451953e-002	5.722622e-005
1.329999999999994e+000	1.455393e-002	5.744306e-005
1.334999999999994e+000	1.458837e-002	5.765990e-005
1.339999999999993e+000	1.462283e-002	5.787673e-005
1.344999999999993e+000	1.465732e-002	5.809357e-005
1.349999999999993e+000	1.469185e-002	5.831040e-005
1.354999999999993e+000	1.472640e-002	5.852723e-005
1.359999999999993e+000	1.476099e-002	5.874406e-005
1.364999999999993e+000	1.479561e-002	5.896089e-005
1.369999999999993e+000	1.483025e-002	5.917772e-005
1.374999999999993e+000	1.486493e-002	5.939454e-005
1.379999999999993e+000	1.489965e-002	5.961137e-005
1.384999999999993e+000	1.493439e-002	5.982819e-005
1.389999999999992e+000	1.496916e-002	6.004501e-005
1.394999999999992e+000	1.500396e-002	6.026183e-005
1.399999999999992e+000	1.503880e-002	6.047865e-005
1.404999999999992e+000	1.507367e-002	6.069547e-005
1.409999999999992e+000	1.510856e-002	6.091229e-005
1.414999999999992e+000	1.514349e-002	6.112910e-005
1.419999999999992e+000	1.517846e-002	6.134592e-005
1.424999999999992e+000	1.521345e-002	6.156273e-005
1.429999999999992e+000	1.524847e-002	6.177954e-005
1.434999999999991e+000	1.528353e-002	6.199635e-005
1.439999999999991e+000	1.531862e-002	6.221316e-005
1.444999999999991e+000	1.535374e-002	6.242996e-005
1.449999999999991e+000	1.538889e-002	6.264677e-005
1.454999999999991e+000	1.542408e-002	6.286358e-005
1.459999999999991e+000	1.545929e-002	6.308038e-005
1.464999999999991e+000	1.549454e-002	6.329718e-005
1.469999999999991e+000	1.552983e-002	6.351398e-005
1.474999999999991e+000	1.556514e-002	6.373078e-005
1.479999999999990e+000	1.560049e-002	6.394758e-005
1.484999999999990e+000	1.563586e-002	6.416437e-005
1.489999999999990e+000	1.567128e-002	6.438117e-005
1.494999999999990e+000	1.570672e-002	6.459796e-005
1.499999999999990e+000	1.574220e-002	6.481475e-005
1.504999999999990e+000	1.577771e-002	6.503154e-005
1.509999999999990e+000	1.581325e-002	6.524833e-005
1.514999999999990e+000	1.584883e-002	6.546512e-005
1.519999999999990e+000	1.588444e-002	6.568190e-005
1.524999999999990e+000	1.592008e-002	6.589869e-005
1.529999999999989e+000	1.595575e-002	6.611547e-005
1.534999999999989e+000	1.599146e-002	6.633225e-005
1.539999999999989e+000	1.602720e-002	6.654903e-005
1.544999999999989e+000	1.606298e-002	6.676581e-005
1.549999999999989e+000	1.609879e-002	6.698258e-005
1.554999999999989e+000	1.613463e-002	6.719936e-005
1.559999999999989e+000	1.617051e-002	6.741613e-005
1.564999999999989e+000	1.620642e-002	6.763291e-005
1.569999999999989e+000	1.624236e-002	6.784968e-005
1.574999999999988e+000	1.627834e-002	6.806645e-005
1.579999999999988e+000	1.631435e-002	6.828322e-005
1.584999999999988e+000	1.635040e-002	6.849998e-005
1.589999999999988e+000	1.638648e-002	6.871675e-005
1.594999999999988e+000	1.642259e-002	6.893351e-005
1.599999999999988e+000	1.645874e-002	6.915027e-005
1.604999999999988e+000	1.649492e-002	6.936704e-005
1.609999999999988e+000	1.653114e-002	6.958380e-005
1.614999999999988e+000	1.656739e-002	6.980055e-005
