v2	V(ds)	I(R1)
4.039999999999958e+000	6.451735e-001	3.202667e-003
4.049999999999958e+000	6.469693e-001	3.210406e-003
4.059999999999958e+000	6.487663e-001	3.218145e-003
4.069999999999958e+000	6.505647e-001	3.225882e-003
4.079999999999957e+000	6.523642e-001	3.233619e-003
4.089999999999957e+000	6.541650e-001	3.241354e-003
4.099999999999957e+000	6.559671e-001	3.249088e-003
4.109999999999957e+000	6.577704e-001	3.256820e-003
4.119999999999957e+000	6.595750e-001	3.264552e-003
4.129999999999956e+000	6.613808e-001	3.272282e-003
4.139999999999956e+000	6.631879e-001	3.280011e-003
4.149999999999956e+000	6.649963e-001	3.287739e-003
4.159999999999956e+000	6.668060e-001	3.295466e-003
4.169999999999956e+000	6.686169e-001	3.303192e-003
4.179999999999955e+000	6.704291e-001	3.310916e-003
4.189999999999955e+000	6.722426e-001	3.318639e-003
4.199999999999955e+000	6.740574e-001	3.326361e-003
4.209999999999955e+000	6.758735e-001	3.334082e-003
4.219999999999955e+000	6.776908e-001	3.341801e-003
4.229999999999954e+000	6.795094e-001	3.349519e-003
4.239999999999954e+000	6.813294e-001	3.357237e-003
4.249999999999954e+000	6.831506e-001	3.364952e-003
4.259999999999954e+000	6.849731e-001	3.372667e-003
4.269999999999953e+000	6.867970e-001	3.380380e-003
4.279999999999953e+000	6.886221e-001	3.388092e-003
4.289999999999953e+000	6.904486e-001	3.395803e-003
4.299999999999953e+000	6.922763e-001	3.403513e-003
4.309999999999953e+000	6.941054e-001	3.411221e-003
4.319999999999952e+000	6.959358e-001	3.418928e-003
4.329999999999952e+000	6.977675e-001	3.426634e-003
4.339999999999952e+000	6.996005e-001	3.434339e-003
4.349999999999952e+000	7.014349e-001	3.442043e-003
4.359999999999952e+000	7.032706e-001	3.449745e-003
4.369999999999951e+000	7.051076e-001	3.457446e-003
4.379999999999951e+000	7.069460e-001	3.465145e-003
4.389999999999951e+000	7.087857e-001	3.472844e-003
4.399999999999951e+000	7.106267e-001	3.480541e-003
4.409999999999950e+000	7.124690e-001	3.488237e-003
4.419999999999950e+000	7.143128e-001	3.495931e-003
4.429999999999950e+000	7.161579e-001	3.503625e-003
4.439999999999950e+000	7.180043e-001	3.511317e-003
4.449999999999950e+000	7.198521e-001	3.519007e-003
4.459999999999949e+000	7.217012e-001	3.526697e-003
4.469999999999949e+000	7.235517e-001	3.534385e-003
4.479999999999949e+000	7.254035e-001	3.542072e-003
4.489999999999949e+000	7.272568e-001	3.549758e-003
4.499999999999949e+000	7.291114e-001	3.557442e-003
4.509999999999948e+000	7.309674e-001	3.565125e-003
4.519999999999948e+000	7.328247e-001	3.572807e-003
4.529999999999948e+000	7.346835e-001	3.580487e-003
4.539999999999948e+000	7.365436e-001	3.588166e-003
4.549999999999947e+000	7.384051e-001	3.595844e-003
4.559999999999947e+000	7.402680e-001	3.603521e-003
4.569999999999947e+000	7.421323e-001	3.611196e-003
4.579999999999947e+000	7.439979e-001	3.618870e-003
4.589999999999947e+000	7.458650e-001	3.626542e-003
4.599999999999946e+000	7.477335e-001	3.634214e-003
