vin	V(gs)	Id(M1)
1.589999999999992e+000	1.590000e+000	6.104451e-003
1.599999999999992e+000	1.600000e+000	6.131464e-003
1.609999999999992e+000	1.610000e+000	6.158511e-003
1.619999999999992e+000	1.620000e+000	6.185594e-003
1.629999999999992e+000	1.630000e+000	6.212713e-003
1.639999999999992e+000	1.640000e+000	6.239866e-003
1.649999999999992e+000	1.650000e+000	6.267055e-003
1.659999999999992e+000	1.660000e+000	6.294278e-003
1.669999999999992e+000	1.670000e+000	6.321537e-003
1.679999999999992e+000	1.680000e+000	6.348830e-003
1.689999999999992e+000	1.690000e+000	6.376158e-003
1.699999999999992e+000	1.700000e+000	6.403520e-003
1.709999999999992e+000	1.710000e+000	6.430916e-003
1.719999999999992e+000	1.720000e+000	6.458348e-003
1.729999999999992e+000	1.730000e+000	6.485813e-003
1.739999999999992e+000	1.740000e+000	6.513313e-003
1.749999999999992e+000	1.750000e+000	6.540847e-003
1.759999999999992e+000	1.760000e+000	6.568415e-003
1.769999999999992e+000	1.770000e+000	6.596017e-003
1.779999999999992e+000	1.780000e+000	6.623652e-003
1.789999999999992e+000	1.790000e+000	6.651321e-003
1.799999999999992e+000	1.800000e+000	6.679025e-003
1.809999999999992e+000	1.810000e+000	6.706761e-003
1.819999999999992e+000	1.820000e+000	6.734531e-003
1.829999999999992e+000	1.830000e+000	6.762335e-003
1.839999999999992e+000	1.840000e+000	6.790172e-003
1.849999999999992e+000	1.850000e+000	6.818042e-003
1.859999999999992e+000	1.860000e+000	6.845945e-003
1.869999999999992e+000	1.870000e+000	6.873882e-003
1.879999999999992e+000	1.880000e+000	6.901851e-003
1.889999999999992e+000	1.890000e+000	6.929853e-003
1.899999999999992e+000	1.900000e+000	6.957889e-003
1.909999999999992e+000	1.910000e+000	6.985957e-003
1.919999999999992e+000	1.920000e+000	7.014057e-003
1.929999999999992e+000	1.930000e+000	7.042190e-003
1.939999999999992e+000	1.940000e+000	7.070356e-003
1.949999999999992e+000	1.950000e+000	7.098554e-003
1.959999999999992e+000	1.960000e+000	7.126784e-003
1.969999999999992e+000	1.970000e+000	7.155047e-003
1.979999999999992e+000	1.980000e+000	7.183341e-003
1.989999999999992e+000	1.990000e+000	7.211668e-003
1.999999999999993e+000	2.000000e+000	7.240027e-003
2.009999999999992e+000	2.010000e+000	7.268418e-003
2.019999999999992e+000	2.020000e+000	7.296840e-003
2.029999999999992e+000	2.030000e+000	7.325294e-003
2.039999999999992e+000	2.040000e+000	7.353780e-003
2.049999999999991e+000	2.050000e+000	7.382298e-003
2.059999999999991e+000	2.060000e+000	7.410847e-003
2.069999999999991e+000	2.070000e+000	7.439428e-003
2.079999999999991e+000	2.080000e+000	7.468040e-003
2.089999999999991e+000	2.090000e+000	7.496683e-003
2.099999999999990e+000	2.100000e+000	7.525357e-003
2.109999999999990e+000	2.110000e+000	7.554063e-003
2.119999999999990e+000	2.120000e+000	7.582800e-003
2.129999999999990e+000	2.130000e+000	7.611567e-003
2.139999999999990e+000	2.140000e+000	7.640366e-003
2.149999999999989e+000	2.150000e+000	7.669195e-003
2.159999999999989e+000	2.160000e+000	7.698055e-003
2.169999999999989e+000	2.170000e+000	7.726945e-003
2.179999999999989e+000	2.180000e+000	7.755867e-003
2.189999999999988e+000	2.190000e+000	7.784819e-003
2.199999999999988e+000	2.200000e+000	7.813801e-003
2.209999999999988e+000	2.210000e+000	7.842814e-003
2.219999999999988e+000	2.220000e+000	7.871857e-003
2.229999999999988e+000	2.230000e+000	7.900930e-003
2.239999999999987e+000	2.240000e+000	7.930034e-003
2.249999999999987e+000	2.250000e+000	7.959167e-003
2.259999999999987e+000	2.260000e+000	7.988331e-003
2.269999999999987e+000	2.270000e+000	8.017524e-003
2.279999999999987e+000	2.280000e+000	8.046748e-003
2.289999999999986e+000	2.290000e+000	8.076001e-003
2.299999999999986e+000	2.300000e+000	8.105284e-003
2.309999999999986e+000	2.310000e+000	8.134596e-003
2.319999999999986e+000	2.320000e+000	8.163938e-003
2.329999999999985e+000	2.330000e+000	8.193310e-003
2.339999999999985e+000	2.340000e+000	8.222711e-003
2.349999999999985e+000	2.350000e+000	8.252142e-003
2.359999999999985e+000	2.360000e+000	8.281602e-003
2.369999999999985e+000	2.370000e+000	8.311091e-003
2.379999999999984e+000	2.380000e+000	8.340609e-003
2.389999999999984e+000	2.390000e+000	8.370156e-003
2.399999999999984e+000	2.400000e+000	8.399732e-003
2.409999999999984e+000	2.410000e+000	8.429338e-003
2.419999999999984e+000	2.420000e+000	8.458972e-003
2.429999999999983e+000	2.430000e+000	8.488636e-003
2.439999999999983e+000	2.440000e+000	8.518327e-003
2.449999999999983e+000	2.450000e+000	8.548047e-003
